Ville,Prix,Type De Bien,Surface,Nombre De Pièces,Nombre De Chambres,Nombre De Salles De Bain,Etat De Location,Age De Location,Nombre D’Étages,Orientation,Jardin,Terrasse,Garage,Ascenseur,Piscine,Concierge,Meublé,Salon Marocain,Salon européen,Climatisation,Sécurité,Cuisine équipée,Réfrigérateur,Four,TV,Machine à laver,Micro-ondes,Animaux domestiques autorisés,Type du sol,Cheminée,Antenne parabolique
dar-bouazza,18 000 DH,Appartement,120m²,3 Pièces,2 Chambres,2 Salles de bains,Bon état,1-5 ans,3èmeétage,Nan,Oui,Oui,Oui,Oui,Oui,Oui,Oui,Non,Oui,Oui,Non,Oui,Oui,Oui,Oui,Non,Oui,Non,"
 Marbre",Non,Non
dar-bouazza,4 500 DH,Appartement,100m²,2 Pièces,2 Chambres,2 Salles de bains,Nouveau,1-5 ans,1erétage,Nan,Non,Oui,Oui,Non,Non,Non,Non,Oui,Non,Non,Non,Oui,Non,Oui,Non,Non,Non,Non,Nan,Oui,Non
dar-bouazza,4 000 DH,Appartement,100m²,2 Pièces,2 Chambres,2 Salles de bains,Nouveau,1-5 ans,1erétage,"
 Ouest",Non,Non,Non,Non,Non,Non,Oui,Oui,Non,Non,Non,Oui,Non,Oui,Non,Non,Non,Non,Nan,Oui,Non
dar-bouazza,2 500 DH,Appartement,51m²,3 Pièces,2 Chambres,1 Salle de bain,Bon état,5-10 ans,1erétage,Nan,Non,Non,Non,Non,Non,Oui,Oui,Oui,Non,Non,Oui,Oui,Oui,Oui,Oui,Non,Non,Non,"
 Carrelage",Non,Non
dar-bouazza,7 000 DH,Appartement,120m²,4 Pièces,2 Chambres,2 Salles de bains,Bon état,1-5 ans,Nan,Nan,Oui,Oui,Oui,Oui,Oui,Non,Oui,Non,Oui,Oui,Non,Oui,Oui,Oui,Oui,Non,Oui,Oui,"
 Marbre",Non,Non
dar-bouazza,10 000 DH,Appartement,113m²,3 Pièces,2 Chambres,2 Salles de bains,Bon état,1-5 ans,1erétage,"
 Sud",Oui,Oui,Oui,Oui,Oui,Oui,Oui,Non,Oui,Oui,Non,Oui,Non,Non,Non,Non,Non,Non,"
 Marbre",Non,Non
dar-bouazza,7 500 DH,Appartement,120m²,4 Pièces,3 Chambres,2 Salles de bains,Bon état,1-5 ans,2èmeétage,"
 Sud",Oui,Oui,Non,Oui,Oui,Non,Non,Non,Oui,Oui,Oui,Oui,Non,Non,Non,Non,Non,Non,"
 Marbre",Non,Non
dar-bouazza,7 500 DH,Appartement,100m²,3 Pièces,2 Chambres,2 Salles de bains,Bon état,5-10 ans,1erétage,"
 Sud",Oui,Oui,Oui,Oui,Oui,Non,Non,Non,Oui,Oui,Oui,Oui,Non,Oui,Non,Non,Non,Non,"
 Marbre",Oui,Non
dar-bouazza,8 500 DH,Appartement,90m²,4 Pièces,2 Chambres,2 Salles de bains,Bon état,1-5 ans,1erétage,"
 Sud",Oui,Oui,Oui,Non,Oui,Non,Oui,Oui,Oui,Oui,Oui,Oui,Oui,Oui,Non,Non,Oui,Non,"
 Marbre",Oui,Non
dar-bouazza,17 000 DH,Appartement,210m²,6 Pièces,3 Chambres,3 Salles de bains,Nouveau,1-5 ans,2èmeétage,"
 Sud",Oui,Oui,Oui,Oui,Oui,Non,Oui,Oui,Oui,Oui,Oui,Oui,Oui,Oui,Oui,Non,Oui,Non,"
 Marbre",Oui,Non
dar-bouazza,9 000 DH,Appartement,150m²,3 Pièces,3 Chambres,2 Salles de bains,Nouveau,Moins d'un an,2èmeétage,"
 Sud",Oui,Oui,Oui,Oui,Oui,Oui,Oui,Non,Oui,Oui,Oui,Oui,Oui,Oui,Oui,Non,Non,Non,"
 Marbre",Oui,Non
dar-bouazza,500 DH,Appartement,70m²,1 Pièce,2 Chambres,1 Salle de bain,Bon état,20-30 ans,8èmeétage,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non
dar-bouazza,15 000 DH,Appartement,158m²,6 Pièces,3 Chambres,2 Salles de bains,Bon état,1-5 ans,2èmeétage,"
 Ouest",Non,Oui,Oui,Oui,Oui,Oui,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,"
 Parquet",Non,Non
dar-bouazza,9 000 DH,Appartement,124m²,3 Pièces,2 Chambres,2 Salles de bains,Bon état,5-10 ans,4èmeétage,"
 Sud",Non,Oui,Oui,Oui,Non,Non,Non,Non,Non,Non,Non,Oui,Oui,Oui,Non,Non,Non,Non,"
 Marbre",Non,Non
dar-bouazza,7 500 DH,Appartement,60m²,2 Pièces,1 Chambre,1 Salle de bain,Bon état,1-5 ans,2èmeétage,"
 Sud",Oui,Oui,Oui,Non,Oui,Oui,Oui,Non,Oui,Oui,Oui,Oui,Oui,Oui,Oui,Non,Oui,Oui,"
 Parquet",Non,Non
dar-bouazza,12 500 DH,Appartement,121m²,3 Pièces,2 Chambres,2 Salles de bains,Bon état,1-5 ans,5èmeétage,Nan,Non,Oui,Oui,Oui,Oui,Oui,Oui,Oui,Oui,Oui,Oui,Oui,Non,Oui,Oui,Non,Non,Non,"
 Marbre",Non,Non
dar-bouazza,5 500 DH,Appartement,100m²,3 Pièces,2 Chambres,2 Salles de bains,Bon état,5-10 ans,Nan,Nan,Oui,Oui,Oui,Oui,Oui,Oui,Non,Non,Oui,Oui,Oui,Oui,Non,Oui,Non,Non,Non,Oui,Nan,Non,Non
dar-bouazza,12 000 DH,Appartement,130m²,2 Pièces,2 Chambres,2 Salles de bains,Nouveau,Moins d'un an,Nan,"
 Sud",Oui,Oui,Oui,Oui,Oui,Oui,Oui,Oui,Oui,Oui,Oui,Oui,Oui,Oui,Oui,Non,Oui,Non,"
 Marbre",Oui,Non
dar-bouazza,2 200 DH,Appartement,56m²,3 Pièces,2 Chambres,1 Salle de bain,Bon état,1-5 ans,2èmeétage,"
 Sud",Non,Oui,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,"
 Carrelage",Non,Non
dar-bouazza,17 000 DH,Appartement,230m²,4 Pièces,3 Chambres,2 Salles de bains,Bon état,1-5 ans,Nan,"
 Ouest",Oui,Oui,Oui,Non,Oui,Non,Oui,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,"
 Marbre",Non,Non
dar-bouazza,7 500 DH,Appartement,59m²,1 Pièce,1 Chambre,1 Salle de bain,Bon état,5-10 ans,2èmeétage,"
 Sud",Oui,Oui,Oui,Non,Oui,Oui,Oui,Non,Oui,Oui,Oui,Oui,Oui,Oui,Oui,Non,Non,Oui,"
 Parquet",Non,Non
dar-bouazza,8 000 DH,Appartement,116m²,3 Pièces,2 Chambres,2 Salles de bains,Nouveau,Moins d'un an,1erétage,"
 Sud",Oui,Oui,Oui,Oui,Oui,Non,Non,Non,Oui,Oui,Oui,Oui,Non,Non,Non,Non,Non,Non,"
 Marbre",Non,Non
dar-bouazza,18 000 DH,Appartement,206m²,7 Pièces,3 Chambres,2 Salles de bains,Bon état,5-10 ans,2èmeétage,"
 Est",Oui,Oui,Oui,Oui,Oui,Non,Oui,Non,Oui,Non,Oui,Oui,Oui,Oui,Oui,Non,Non,Oui,"
 Marbre",Non,Non
dar-bouazza,10 000 DH,Appartement,102m²,3 Pièces,2 Chambres,2 Salles de bains,Nouveau,1-5 ans,4èmeétage,"
 Sud",Oui,Oui,Oui,Oui,Oui,Oui,Non,Non,Oui,Oui,Oui,Oui,Non,Non,Non,Non,Non,Non,"
 Marbre",Non,Non
dar-bouazza,7 000 DH,Appartement,90m²,3 Pièces,2 Chambres,1 Salle de bain,Bon état,5-10 ans,3èmeétage,"
 Sud",Oui,Oui,Oui,Non,Oui,Non,Oui,Non,Oui,Oui,Oui,Oui,Oui,Oui,Oui,Non,Non,Non,"
 Carrelage",Non,Non
dar-bouazza,6 500 DH,Appartement,100m²,3 Pièces,2 Chambres,2 Salles de bains,Bon état,5-10 ans,1erétage,"
 Sud",Oui,Oui,Oui,Non,Oui,Non,Non,Non,Oui,Oui,Oui,Oui,Oui,Oui,Oui,Non,Oui,Non,"
 Marbre",Non,Non
dar-bouazza,3 700 DH,Appartement,54m²,3 Pièces,2 Chambres,1 Salle de bain,Bon état,1-5 ans,Nan,"
 Sud",Oui,Non,Non,Oui,Oui,Non,Oui,Oui,Oui,Non,Non,Oui,Oui,Oui,Oui,Non,Non,Non,"
 Carrelage",Non,Non
dar-bouazza,8 500 DH,Appartement,90m²,3 Pièces,2 Chambres,2 Salles de bains,Nouveau,1-5 ans,Nan,"
 Sud",Oui,Oui,Oui,Oui,Oui,Oui,Oui,Non,Oui,Oui,Oui,Oui,Oui,Oui,Oui,Non,Oui,Non,"
 Marbre",Oui,Non
dar-bouazza,4 500 DH,Appartement,56m²,2 Pièces,2 Chambres,1 Salle de bain,Bon état,1-5 ans,2èmeétage,"
 Est",Non,Non,Non,Oui,Non,Oui,Oui,Oui,Non,Oui,Oui,Oui,Oui,Oui,Oui,Non,Non,Non,"
 Marbre",Non,Non
dar-bouazza,10 000 DH,Appartement,117m²,4 Pièces,2 Chambres,1 Salle de bain,Bon état,Nan,Nan,Nan,Non,Oui,Non,Non,Oui,Non,Oui,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Nan,Non,Non
dar-bouazza,2 800 DH,Appartement,51m²,3 Pièces,2 Chambres,1 Salle de bain,Bon état,1-5 ans,2èmeétage,"
 Ouest",Oui,Non,Oui,Non,Non,Oui,Oui,Oui,Non,Non,Oui,Oui,Non,Oui,Non,Non,Non,Oui,"
 Carrelage",Non,Non
dar-bouazza,9 000 DH,Appartement,114m²,3 Pièces,2 Chambres,2 Salles de bains,Nouveau,Moins d'un an,2èmeétage,Nan,Oui,Oui,Non,Oui,Oui,Non,Non,Non,Non,Oui,Oui,Oui,Non,Non,Non,Non,Non,Non,"
 Marbre",Oui,Non
dar-bouazza,7 500 DH,Appartement,114m²,1 Pièce,3 Chambres,2 Salles de bains,Bon état,1-5 ans,1erétage,"
 Ouest",Oui,Oui,Oui,Oui,Oui,Oui,Oui,Oui,Oui,Oui,Non,Oui,Oui,Oui,Oui,Non,Non,Oui,"
 Marbre",Non,Non
dar-bouazza,7 500 DH,Appartement,80m²,3 Pièces,2 Chambres,2 Salles de bains,Nouveau,Moins d'un an,1erétage,"
 Ouest",Oui,Non,Oui,Oui,Oui,Oui,Oui,Non,Oui,Oui,Oui,Oui,Oui,Oui,Oui,Non,Oui,Non,"
 Marbre",Oui,Non
dar-bouazza,5 500 DH,Appartement,70m²,1 Pièce,2 Chambres,2 Salles de bains,Nouveau,1-5 ans,4èmeétage,"
 Sud",Oui,Non,Oui,Oui,Non,Oui,Non,Non,Non,Non,Non,Oui,Non,Oui,Non,Non,Non,Non,"
 Carrelage",Non,Non
dar-bouazza,10 000 DH,Appartement,142m²,3 Pièces,3 Chambres,2 Salles de bains,Bon état,Moins d'un an,2èmeétage,"
 Est",Oui,Oui,Oui,Oui,Oui,Oui,Non,Non,Non,Oui,Non,Non,Non,Non,Non,Non,Non,Non,"
 Marbre",Non,Non
dar-bouazza,4 500 DH,Appartement,55m²,2 Pièces,1 Chambre,1 Salle de bain,Bon état,5-10 ans,Nan,Nan,Non,Non,Oui,Non,Oui,Oui,Oui,Non,Oui,Oui,Oui,Oui,Oui,Oui,Oui,Non,Oui,Non,"
 Marbre",Non,Non
dar-bouazza,6 500 DH,Appartement,64m²,2 Pièces,2 Chambres,2 Salles de bains,Bon état,5-10 ans,Nan,"
 Ouest",Oui,Oui,Oui,Oui,Oui,Non,Non,Non,Non,Oui,Oui,Oui,Oui,Oui,Non,Non,Non,Oui,"
 Carrelage",Non,Non
dar-bouazza,12 000 DH,Appartement,100m²,4 Pièces,2 Chambres,2 Salles de bains,Bon état,1-5 ans,Nan,"
 Sud",Oui,Oui,Oui,Non,Oui,Oui,Oui,Non,Oui,Oui,Oui,Oui,Oui,Oui,Oui,Non,Oui,Non,"
 Marbre",Non,Non
dar-bouazza,7 000 DH,Appartement,84m²,4 Pièces,1 Chambre,1 Salle de bain,Bon état,5-10 ans,Nan,Nan,Oui,Oui,Non,Non,Oui,Non,Oui,Non,Oui,Non,Non,Oui,Oui,Oui,Oui,Non,Oui,Non,"
 Marbre",Non,Non
dar-bouazza,10 000 DH,Appartement,137m²,3 Pièces,2 Chambres,2 Salles de bains,Nouveau,Moins d'un an,1erétage,"
 Sud",Oui,Oui,Oui,Oui,Oui,Oui,Oui,Non,Oui,Oui,Oui,Oui,Oui,Oui,Oui,Non,Oui,Oui,Nan,Oui,Non
dar-bouazza,8 500 DH,Appartement,100m²,3 Pièces,2 Chambres,2 Salles de bains,Bon état,5-10 ans,Nan,"
 Sud",Oui,Oui,Oui,Non,Oui,Oui,Oui,Non,Oui,Oui,Non,Oui,Oui,Oui,Oui,Non,Oui,Non,"
 Marbre",Non,Non
dar-bouazza,5 800 DH,Appartement,79m²,2 Pièces,2 Chambres,2 Salles de bains,Bon état,5-10 ans,1erétage,Nan,Oui,Non,Non,Non,Oui,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Nan,Non,Non
dar-bouazza,6 500 DH,Appartement,100m²,2 Pièces,2 Chambres,1 Salle de bain,Bon état,5-10 ans,3èmeétage,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non
dar-bouazza,5 000 DH,Appartement,70m²,3 Pièces,2 Chambres,1 Salle de bain,Bon état,5-10 ans,1erétage,Nan,Oui,Oui,Oui,Non,Oui,Oui,Non,Non,Non,Oui,Oui,Non,Non,Non,Non,Non,Non,Non,"
 Marbre",Non,Non
dar-bouazza,4 851 DH,Appartement,68m²,3 Pièces,2 Chambres,2 Salles de bains,Bon état,1-5 ans,1erétage,"
 Ouest",Oui,Non,Non,Oui,Non,Oui,Oui,Oui,Non,Non,Oui,Oui,Oui,Oui,Oui,Non,Non,Oui,"
 Carrelage",Non,Non
dar-bouazza,8 500 DH,Appartement,120m²,5 Pièces,3 Chambres,3 Salles de bains,Nouveau,Moins d'un an,Nan,Nan,Oui,Oui,Oui,Non,Oui,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,"
 Marbre",Non,Non
dar-bouazza,3 500 DH,Appartement,60m²,3 Pièces,2 Chambres,1 Salle de bain,Bon état,1-5 ans,1erétage,"
 Ouest",Oui,Non,Non,Oui,Oui,Oui,Oui,Oui,Non,Non,Oui,Oui,Oui,Oui,Oui,Non,Non,Non,"
 Carrelage",Non,Non
dar-bouazza,9 500 DH,Appartement,94m²,2 Pièces,2 Chambres,2 Salles de bains,Nouveau,Moins d'un an,Nan,Nan,Oui,Oui,Oui,Non,Oui,Oui,Oui,Non,Oui,Oui,Oui,Oui,Oui,Oui,Oui,Non,Oui,Non,"
 Marbre",Non,Non
dar-bouazza,12 000 DH,Appartement,130m²,3 Pièces,2 Chambres,1 Salle de bain,Nouveau,Moins d'un an,Nan,Nan,Oui,Oui,Oui,Oui,Oui,Oui,Non,Non,Oui,Oui,Non,Oui,Non,Non,Non,Non,Non,Oui,"
 Marbre",Non,Non
dar-bouazza,7 000 DH,Appartement,250m²,6 Pièces,3 Chambres,2 Salles de bains,Bon état,Moins d'un an,Nan,Nan,Oui,Oui,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,"
 Carrelage",Oui,Non
dar-bouazza,9 000 DH,Appartement,116m²,1 Pièce,3 Chambres,2 Salles de bains,Bon état,1-5 ans,2èmeétage,"
 Sud",Oui,Oui,Oui,Oui,Oui,Oui,Oui,Oui,Non,Oui,Non,Oui,Oui,Oui,Oui,Non,Non,Non,"
 Marbre",Oui,Non
dar-bouazza,3 800 DH,Appartement,50m²,1 Pièce,2 Chambres,1 Salle de bain,Bon état,1-5 ans,Nan,Nan,Non,Non,Non,Oui,Oui,Non,Oui,Oui,Non,Non,Non,Oui,Oui,Oui,Oui,Non,Oui,Oui,"
 Carrelage",Non,Non
dar-bouazza,4 000 DH,Appartement,52m²,4 Pièces,2 Chambres,2 Salles de bains,Bon état,1-5 ans,4èmeétage,"
 Sud",Non,Non,Non,Non,Oui,Non,Oui,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,"
 Carrelage",Non,Non
dar-bouazza,9 000 DH,Appartement,111m²,5 Pièces,2 Chambres,2 Salles de bains,Nouveau,1-5 ans,4èmeétage,"
 Sud",Oui,Oui,Oui,Oui,Oui,Oui,Oui,Non,Oui,Oui,Oui,Oui,Oui,Oui,Oui,Non,Oui,Oui,"
 Marbre",Oui,Non
dar-bouazza,15 000 DH,Appartement,123m²,3 Pièces,2 Chambres,2 Salles de bains,Bon état,1-5 ans,5èmeétage,Nan,Oui,Oui,Oui,Oui,Oui,Oui,Oui,Oui,Oui,Oui,Oui,Oui,Oui,Oui,Oui,Non,Oui,Oui,"
 Marbre",Non,Non
dar-bouazza,8 800 DH,Appartement,114m²,4 Pièces,3 Chambres,2 Salles de bains,Nouveau,1-5 ans,Nan,Nan,Oui,Oui,Oui,Oui,Oui,Oui,Oui,Oui,Non,Non,Oui,Oui,Oui,Oui,Oui,Non,Non,Non,"
 Carrelage",Non,Non
dar-bouazza,6 000 DH,Appartement,110m²,4 Pièces,2 Chambres,1 Salle de bain,Bon état,5-10 ans,Nan,"
 Sud",Oui,Oui,Oui,Non,Oui,Oui,Oui,Oui,Oui,Non,Oui,Oui,Oui,Oui,Oui,Non,Oui,Oui,"
 Marbre",Non,Non
dar-bouazza,21 000 DH,Appartement,205m²,5 Pièces,3 Chambres,3 Salles de bains,Nouveau,Nan,2èmeétage,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non
dar-bouazza,7 200 DH,Appartement,114m²,2 Pièces,2 Chambres,2 Salles de bains,Nouveau,1-5 ans,1erétage,"
 Est",Oui,Oui,Oui,Oui,Oui,Oui,Non,Non,Oui,Non,Oui,Oui,Non,Non,Non,Non,Non,Non,"
 Marbre",Oui,Non
dar-bouazza,6 500 DH,Appartement,106m²,3 Pièces,2 Chambres,3 Salles de bains,Bon état,5-10 ans,1erétage,"
 Est",Non,Oui,Oui,Oui,Non,Non,Oui,Non,Oui,Non,Non,Oui,Oui,Oui,Oui,Non,Oui,Non,"
 Marbre",Non,Non
dar-bouazza,Nan,Appartement,100m²,2 Pièces,1 Chambre,1 Salle de bain,Nouveau,1-5 ans,2èmeétage,Nan,Non,Oui,Non,Non,Non,Non,Non,Oui,Non,Non,Non,Oui,Oui,Oui,Oui,Non,Oui,Non,"
 Marbre",Non,Non
dar-bouazza,7 000 DH,Appartement,100m²,4 Pièces,2 Chambres,2 Salles de bains,Nouveau,1-5 ans,2èmeétage,"
 Ouest",Oui,Oui,Oui,Oui,Oui,Oui,Oui,Non,Oui,Non,Oui,Oui,Oui,Oui,Oui,Non,Non,Non,"
 Marbre",Non,Non
dar-bouazza,8 500 DH,Appartement,112m²,3 Pièces,2 Chambres,3 Salles de bains,Nouveau,1-5 ans,3èmeétage,"
 Est",Oui,Oui,Oui,Oui,Oui,Oui,Oui,Non,Oui,Oui,Non,Oui,Non,Non,Non,Non,Non,Non,"
 Marbre",Oui,Non
dar-bouazza,9 000 DH,Appartement,110m²,3 Pièces,2 Chambres,2 Salles de bains,Bon état,5-10 ans,1erétage,"
 Sud",Oui,Oui,Oui,Non,Oui,Oui,Oui,Non,Oui,Non,Non,Oui,Oui,Oui,Oui,Non,Non,Oui,"
 Carrelage",Oui,Non
dar-bouazza,6 900 DH,Appartement,101m²,3 Pièces,2 Chambres,3 Salles de bains,Bon état,1-5 ans,4èmeétage,"
 Sud",Oui,Oui,Oui,Oui,Non,Oui,Oui,Non,Non,Oui,Oui,Oui,Oui,Oui,Non,Non,Non,Non,"
 Marbre",Oui,Non
dar-bouazza,20 000 DH,Appartement,150m²,6 Pièces,3 Chambres,3 Salles de bains,Bon état,5-10 ans,2èmeétage,"
 Ouest",Oui,Oui,Oui,Oui,Non,Oui,Non,Oui,Oui,Oui,Non,Oui,Oui,Oui,Oui,Non,Oui,Non,"
 Marbre",Oui,Non
dar-bouazza,6 500 DH,Appartement,75m²,3 Pièces,2 Chambres,2 Salles de bains,Bon état,Moins d'un an,1erétage,"
 Ouest",Oui,Oui,Oui,Oui,Oui,Non,Non,Oui,Oui,Oui,Non,Oui,Non,Non,Non,Non,Non,Non,"
 Marbre",Non,Non
dar-bouazza,4 000 DH,Appartement,70m²,3 Pièces,2 Chambres,2 Salles de bains,Bon état,1-5 ans,3èmeétage,"
 Nord",Oui,Non,Non,Oui,Non,Oui,Non,Non,Non,Non,Non,Oui,Non,Non,Non,Non,Non,Non,"
 Carrelage",Non,Non
dar-bouazza,7 000 DH,Appartement,100m²,2 Pièces,2 Chambres,2 Salles de bains,Bon état,1-5 ans,Nan,"
 Sud",Oui,Oui,Oui,Non,Oui,Oui,Oui,Non,Oui,Oui,Oui,Oui,Oui,Oui,Oui,Non,Non,Non,"
 Marbre",Non,Non
dar-bouazza,8 500 DH,Appartement,120m²,4 Pièces,2 Chambres,2 Salles de bains,Nouveau,1-5 ans,1erétage,"
 Sud",Oui,Oui,Oui,Oui,Oui,Oui,Oui,Non,Oui,Oui,Oui,Oui,Oui,Oui,Oui,Non,Oui,Non,"
 Marbre",Oui,Non
dar-bouazza,22 000 DH,Appartement,200m²,5 Pièces,3 Chambres,2 Salles de bains,Bon état,Nan,Nan,Nan,Oui,Oui,Oui,Non,Oui,Non,Oui,Non,Non,Non,Non,Oui,Non,Non,Non,Non,Non,Non,Nan,Non,Non
dar-bouazza,14 000 DH,Appartement,156m²,7 Pièces,3 Chambres,2 Salles de bains,Bon état,1-5 ans,2èmeétage,"
 Nord",Oui,Oui,Oui,Non,Oui,Non,Non,Non,Non,Oui,Non,Oui,Oui,Oui,Non,Non,Oui,Non,"
 Marbre",Non,Non
dar-bouazza,12 000 DH,Appartement,133m²,5 Pièces,4 Chambres,2 Salles de bains,Nouveau,1-5 ans,2èmeétage,Nan,Oui,Oui,Oui,Oui,Oui,Oui,Non,Oui,Oui,Oui,Oui,Oui,Non,Oui,Non,Non,Non,Non,"
 Marbre",Oui,Non
dar-bouazza,600 DH,Appartement,99m²,3 Pièces,2 Chambres,2 Salles de bains,Nouveau,Moins d'un an,Nan,"
 Nord",Oui,Oui,Oui,Non,Oui,Non,Oui,Oui,Oui,Oui,Non,Oui,Oui,Oui,Oui,Non,Non,Oui,"
 Parquet",Non,Non
dar-bouazza,7 000 DH,Appartement,100m²,3 Pièces,2 Chambres,2 Salles de bains,Nouveau,5-10 ans,Nan,Nan,Non,Oui,Non,Non,Oui,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Nan,Non,Non
dar-bouazza,5 000 DH,Appartement,100m²,3 Pièces,2 Chambres,2 Salles de bains,Bon état,5-10 ans,3èmeétage,Nan,Oui,Oui,Oui,Oui,Oui,Oui,Oui,Non,Oui,Oui,Oui,Oui,Oui,Oui,Oui,Non,Non,Non,"
 Marbre",Non,Non
dar-bouazza,20 000 DH,Appartement,120m²,4 Pièces,3 Chambres,2 Salles de bains,Nouveau,Moins d'un an,2èmeétage,"
 Sud",Oui,Oui,Oui,Non,Oui,Oui,Oui,Non,Oui,Non,Non,Oui,Oui,Oui,Oui,Non,Oui,Oui,"
 Carrelage",Non,Non
dar-bouazza,9 500 DH,Appartement,126m²,3 Pièces,2 Chambres,2 Salles de bains,Nouveau,1-5 ans,2èmeétage,"
 Ouest",Oui,Oui,Oui,Oui,Oui,Oui,Oui,Oui,Oui,Oui,Oui,Oui,Oui,Oui,Oui,Non,Non,Oui,"
 Marbre",Oui,Non
dar-bouazza,600 DH,Appartement,54m²,1 Pièce,2 Chambres,1 Salle de bain,Bon état,1-5 ans,Nan,Nan,Oui,Non,Non,Oui,Oui,Non,Oui,Oui,Non,Non,Non,Oui,Oui,Oui,Oui,Non,Non,Non,Nan,Non,Non
dar-bouazza,9 500 DH,Appartement,86m²,3 Pièces,2 Chambres,2 Salles de bains,Nouveau,1-5 ans,1erétage,"
 Sud",Oui,Oui,Oui,Oui,Oui,Oui,Oui,Non,Oui,Oui,Non,Oui,Oui,Oui,Oui,Non,Non,Oui,"
 Parquet",Non,Non
dar-bouazza,3 000 DH,Appartement,55m²,6 Pièces,2 Chambres,1 Salle de bain,Nouveau,1-5 ans,1erétage,Nan,Oui,Oui,Non,Non,Non,Oui,Oui,Oui,Non,Non,Non,Oui,Oui,Non,Oui,Non,Non,Oui,"
 Carrelage",Non,Non
dar-bouazza,5 500 DH,Appartement,50m²,3 Pièces,1 Chambre,1 Salle de bain,Nouveau,5-10 ans,Nan,"
 Sud",Oui,Oui,Non,Non,Oui,Non,Non,Oui,Non,Non,Non,Oui,Oui,Oui,Non,Non,Oui,Non,"
 Marbre",Non,Non
dar-bouazza,7 000 DH,Appartement,130m²,3 Pièces,3 Chambres,2 Salles de bains,Bon état,5-10 ans,2èmeétage,"
 Sud",Oui,Oui,Oui,Oui,Oui,Oui,Oui,Oui,Non,Oui,Oui,Oui,Oui,Oui,Oui,Non,Non,Non,"
 Marbre",Non,Non
dar-bouazza,600 DH,Appartement,134m²,4 Pièces,3 Chambres,2 Salles de bains,Bon état,5-10 ans,Nan,"
 Sud",Oui,Oui,Non,Oui,Oui,Oui,Oui,Oui,Non,Non,Oui,Oui,Oui,Oui,Oui,Non,Non,Non,Nan,Non,Non
dar-bouazza,6 000 DH,Appartement,80m²,3 Pièces,2 Chambres,1 Salle de bain,Bon état,1-5 ans,2èmeétage,Nan,Oui,Oui,Oui,Non,Oui,Oui,Oui,Oui,Oui,Non,Oui,Oui,Oui,Oui,Oui,Non,Oui,Oui,"
 Carrelage",Non,Non
dar-bouazza,9 000 DH,Appartement,100m²,3 Pièces,2 Chambres,2 Salles de bains,Nouveau,1-5 ans,4èmeétage,"
 Sud",Oui,Oui,Oui,Oui,Oui,Oui,Oui,Non,Oui,Oui,Oui,Oui,Oui,Oui,Oui,Non,Oui,Oui,"
 Marbre",Non,Non
dar-bouazza,9 000 DH,Appartement,100m²,3 Pièces,2 Chambres,2 Salles de bains,Bon état,1-5 ans,4èmeétage,Nan,Oui,Oui,Oui,Oui,Oui,Oui,Oui,Non,Oui,Oui,Non,Oui,Oui,Oui,Oui,Non,Oui,Oui,"
 Marbre",Non,Non
dar-bouazza,900 DH,Appartement,140m²,2 Pièces,2 Chambres,2 Salles de bains,Nouveau,1-5 ans,2èmeétage,"
 Nord",Non,Oui,Non,Non,Non,Non,Oui,Oui,Non,Non,Non,Oui,Oui,Non,Oui,Non,Non,Non,"
 Carrelage",Oui,Non
dar-bouazza,1 000 DH,Appartement,104m²,2 Pièces,2 Chambres,2 Salles de bains,Bon état,5-10 ans,1erétage,"
 Nord",Oui,Oui,Oui,Non,Oui,Oui,Oui,Oui,Oui,Non,Non,Oui,Oui,Oui,Oui,Non,Oui,Non,"
 Parquet",Oui,Non
dar-bouazza,7 000 DH,Appartement,110m²,4 Pièces,2 Chambres,2 Salles de bains,Bon état,1-5 ans,Nan,"
 Sud",Oui,Oui,Oui,Non,Oui,Oui,Oui,Non,Oui,Non,Oui,Oui,Oui,Oui,Oui,Non,Oui,Non,"
 Marbre",Non,Non
dar-bouazza,6 500 DH,Appartement,80m²,2 Pièces,2 Chambres,1 Salle de bain,Bon état,1-5 ans,Nan,"
 Sud",Oui,Oui,Oui,Oui,Oui,Oui,Oui,Non,Oui,Oui,Oui,Oui,Oui,Oui,Oui,Non,Non,Non,"
 Marbre",Non,Non
